Type,File,Link
NonConfiguration,test_misc_actions.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/v1/tests/test_misc_actions.py
NonConfiguration,test_project_actions.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/v1/tests/test_project_actions.py
NonConfiguration,test_resource_actions.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/v1/tests/test_resource_actions.py
NonConfiguration,test_user_actions.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/v1/tests/test_user_actions.py
NonConfiguration,test_api_admin.py,https://github.com/openstack/adjutant/blob/master/adjutant/api/v1/tests/test_api_admin.py
NonConfiguration,test_api_openstack.py,https://github.com/openstack/adjutant/blob/master/adjutant/api/v1/tests/test_api_openstack.py
NonConfiguration,test_api_taskview.py,https://github.com/openstack/adjutant/blob/master/adjutant/api/v1/tests/test_api_taskview.py
NonConfiguration,fake_clients.py,https://github.com/openstack/adjutant/blob/master/adjutant/common/tests/fake_clients.py
NonConfiguration,utils.py,https://github.com/openstack/adjutant/blob/master/adjutant/common/tests/utils.py
NonConfiguration,middleware.py,https://github.com/openstack/adjutant/blob/master/adjutant/middleware.py
NonConfiguration,test_notifications.py,https://github.com/openstack/adjutant/blob/master/adjutant/notifications/v1/tests/test_notifications.py
NonConfiguration,0001_initial.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/migrations/0001_initial.py
NonConfiguration,0002_action_auto_approve.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/migrations/0002_action_auto_approve.py
NonConfiguration,0003_auto_20190610_0205.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/migrations/0003_auto_20190610_0205.py
NonConfiguration,0004_auto_20190610_0209.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/migrations/0004_auto_20190610_0209.py
NonConfiguration,models.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/models.py
NonConfiguration,utils.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/utils.py
NonConfiguration,base.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/v1/base.py
NonConfiguration,misc.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/v1/misc.py
NonConfiguration,projects.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/v1/projects.py
NonConfiguration,resources.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/v1/resources.py
NonConfiguration,serializers.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/v1/serializers.py
NonConfiguration,users.py,https://github.com/openstack/adjutant/blob/master/adjutant/actions/v1/users.py
NonConfiguration,exception_handler.py,https://github.com/openstack/adjutant/blob/master/adjutant/api/exception_handler.py
NonConfiguration,0001_initial.py,https://github.com/openstack/adjutant/blob/master/adjutant/api/migrations/0001_initial.py
NonConfiguration,0002_auto_20160815_2249.py,https://github.com/openstack/adjutant/blob/master/adjutant/api/migrations/0002_auto_20160815_2249.py
NonConfiguration,0003_task_approved_by.py,https://github.com/openstack/adjutant/blob/master/adjutant/api/migrations/0003_task_approved_by.py
NonConfiguration,0004_auto_20160929_0317.py,https://github.com/openstack/adjutant/blob/master/adjutant/api/migrations/0004_auto_20160929_0317.py
NonConfiguration,0005_auto_20190610_0209.py,https://github.com/openstack/adjutant/blob/master/adjutant/api/migrations/0005_auto_20190610_0209.py
NonConfiguration,0006_auto_20190610_0209.py,https://github.com/openstack/adjutant/blob/master/adjutant/api/migrations/0006_auto_20190610_0209.py
NonConfiguration,0007_auto_20190610_0209.py,https://github.com/openstack/adjutant/blob/master/adjutant/api/migrations/0007_auto_20190610_0209.py
